YEAR,MONTH,flight_date,flight_number,origin_airport,destination_airport,departure_delay,arrival_delay,cancelled,diverted,distance,is_delayed_15
2025.0,1.0,2025-01-01,5673.0,TYS,DEN,-8.0,0.0,0,0,1162.0,0
2025.0,1.0,2025-01-01,1217.0,DEN,DRO,4.0,-8.0,0,0,251.0,0
2025.0,1.0,2025-01-01,357.0,DEN,MCO,-4.0,-16.0,0,0,1546.0,0
2025.0,1.0,2025-01-01,364.0,BDL,DEN,-1.0,-10.0,0,0,1671.0,0
2025.0,1.0,2025-01-01,588.0,DRO,DEN,-3.0,-30.0,0,0,251.0,0
2025.0,1.0,2025-01-01,1323.0,IAD,LAS,-6.0,-14.0,0,0,2065.0,0
2025.0,1.0,2025-01-01,1370.0,IAD,CLE,-10.0,-6.0,0,0,288.0,0
2025.0,1.0,2025-01-01,2440.0,BDL,IAD,-1.0,-5.0,0,0,325.0,0
2025.0,1.0,2025-01-01,526.0,LAS,IAD,-7.0,-31.0,0,0,2065.0,0
2025.0,1.0,2025-01-01,1793.0,BOS,CLT,-8.0,-10.0,0,0,728.0,0
2025.0,1.0,2025-01-01,2052.0,CLT,SMF,0.0,22.0,0,0,2244.0,1
2025.0,1.0,2025-01-01,2052.0,SMF,CLT,14.0,-10.0,0,0,2244.0,0
2025.0,1.0,2025-01-01,2641.0,CLT,RSW,-6.0,-20.0,0,0,600.0,0
2025.0,1.0,2025-01-01,2759.0,ORD,LGA,5.0,-3.0,0,0,733.0,0
2025.0,1.0,2025-01-01,2894.0,LGA,ORD,-3.0,-26.0,0,0,733.0,0
2025.0,1.0,2025-01-01,4526.0,LGA,OKC,-3.0,2.0,0,0,1341.0,0
2025.0,1.0,2025-01-01,4766.0,IAH,ATL,-1.0,0.0,0,0,689.0,0
2025.0,1.0,2025-01-01,5325.0,COS,IAH,3.0,6.0,0,0,809.0,0
2025.0,1.0,2025-01-01,5960.0,ATL,IAH,-2.0,7.0,0,0,689.0,0
2025.0,1.0,2025-01-01,2361.0,DFW,SAN,174.0,155.0,0,0,1171.0,1
2025.0,1.0,2025-01-01,2361.0,SAN,DFW,142.0,130.0,0,0,1171.0,1
2025.0,1.0,2025-01-01,2720.0,DFW,TUS,-5.0,-12.0,0,0,813.0,0
2025.0,1.0,2025-01-01,2720.0,TUS,DFW,-3.0,-18.0,0,0,813.0,0
2025.0,1.0,2025-01-01,1583.0,IAH,SLC,190.0,183.0,0,0,1195.0,1
2025.0,1.0,2025-01-01,2514.0,SLC,IAH,-9.0,-11.0,0,0,1195.0,0
2025.0,1.0,2025-01-01,4348.0,ORD,EWR,-8.0,-24.0,0,0,719.0,0
2025.0,1.0,2025-01-01,4349.0,EWR,ORD,-10.0,-41.0,0,0,719.0,0
2025.0,1.0,2025-01-01,4363.0,ORD,BWI,-3.0,-13.0,0,0,622.0,0
2025.0,1.0,2025-01-01,4488.0,DTW,ORD,-6.0,-14.0,0,0,235.0,0
2025.0,1.0,2025-01-01,4742.0,AUS,LAX,-3.0,32.0,0,0,1242.0,1
2025.0,1.0,2025-01-01,5423.0,LAX,AUS,-8.0,-17.0,0,0,1242.0,0
2025.0,1.0,2025-01-01,6008.0,LAX,MTJ,-10.0,-6.0,0,0,666.0,0
2025.0,1.0,2025-01-01,6009.0,MTJ,LAX,8.0,-17.0,0,0,666.0,0
2025.0,1.0,2025-01-01,1555.0,DFW,BNA,-2.0,-23.0,0,0,631.0,0
2025.0,1.0,2025-01-01,2231.0,DFW,SFO,12.0,20.0,0,0,1464.0,1
2025.0,1.0,2025-01-01,2231.0,SFO,DFW,14.0,-4.0,0,0,1464.0,0
2025.0,1.0,2025-01-01,1731.0,DEN,SEA,-2.0,3.0,0,0,1024.0,0
2025.0,1.0,2025-01-01,2088.0,AUS,BOS,-9.0,-41.0,0,0,1698.0,0
2025.0,1.0,2025-01-01,831.0,SEA,AUS,-7.0,-36.0,0,0,1770.0,0
2025.0,1.0,2025-01-01,4379.0,DCA,JFK,42.0,41.0,0,0,213.0,1
2025.0,1.0,2025-01-01,4588.0,CLE,JFK,7.0,2.0,0,0,425.0,0
2025.0,1.0,2025-01-01,4670.0,JFK,CLE,30.0,10.0,0,0,425.0,0
2025.0,1.0,2025-01-01,4687.0,JFK,ORH,-10.0,-20.0,0,0,150.0,0
2025.0,1.0,2025-01-01,4687.0,ORH,JFK,-10.0,-23.0,0,0,150.0,0
2025.0,1.0,2025-01-01,4646.0,COS,IAH,-4.0,-32.0,0,0,809.0,0
2025.0,1.0,2025-01-01,4734.0,DEN,COS,2.0,-8.0,0,0,73.0,0
2025.0,1.0,2025-01-01,5278.0,IAH,OKC,-2.0,2.0,0,0,395.0,0
2025.0,1.0,2025-01-01,5764.0,DAY,DEN,24.0,2.0,0,0,1085.0,0
2025.0,1.0,2025-01-01,2140.0,LGA,IAH,-5.0,30.0,0,0,1416.0,1
2025.0,1.0,2025-01-01,4472.0,LGA,XNA,-6.0,-23.0,0,0,1147.0,0
2025.0,1.0,2025-01-01,4581.0,TUL,LGA,-5.0,-15.0,0,0,1231.0,0
2025.0,1.0,2025-01-01,2311.0,CLT,FLL,-7.0,-5.0,0,0,632.0,0
2025.0,1.0,2025-01-01,3088.0,PHX,CLT,-4.0,-37.0,0,0,1773.0,0
2025.0,1.0,2025-01-01,5692.0,XNA,DEN,-6.0,-13.0,0,0,616.0,0
2025.0,1.0,2025-01-01,5869.0,DEN,SLC,20.0,16.0,0,0,391.0,1
2025.0,1.0,2025-01-01,1336.0,DFW,MCO,-3.0,-17.0,0,0,985.0,0
2025.0,1.0,2025-01-01,2148.0,MCO,DFW,-7.0,-21.0,0,0,985.0,0
2025.0,1.0,2025-01-01,3166.0,ONT,DFW,-2.0,-20.0,0,0,1188.0,0
2025.0,1.0,2025-01-01,3210.0,DFW,MCO,-8.0,-21.0,0,0,985.0,0
2025.0,1.0,2025-01-01,871.0,SLC,SEA,-6.0,-14.0,0,0,689.0,0
2025.0,1.0,2025-01-01,5226.0,OMA,SFO,-3.0,5.0,0,0,1433.0,0
2025.0,1.0,2025-01-01,5279.0,SBP,DEN,3.0,-2.0,0,0,931.0,0
2025.0,1.0,2025-01-01,5680.0,SFO,SBP,16.0,9.0,0,0,190.0,0
2025.0,1.0,2025-01-01,5841.0,DEN,OKC,-6.0,-26.0,0,0,495.0,0
2025.0,1.0,2025-01-01,1334.0,MSY,IAH,0.0,1.0,0,0,305.0,0
2025.0,1.0,2025-01-01,2670.0,DFW,IAH,-2.0,-12.0,0,0,224.0,0
2025.0,1.0,2025-01-01,469.0,IAH,MSY,-6.0,-19.0,0,0,305.0,0
2025.0,1.0,2025-01-01,1668.0,IAD,SAT,71.0,70.0,0,0,1362.0,1
2025.0,1.0,2025-01-01,2250.0,SAT,IAD,63.0,55.0,0,0,1362.0,1
2025.0,1.0,2025-01-01,1964.0,IAD,SEA,-4.0,-13.0,0,0,2306.0,0
2025.0,1.0,2025-01-01,2275.0,SEA,IAD,153.0,116.0,0,0,2306.0,1
2025.0,1.0,2025-01-01,2542.0,SAN,DFW,-4.0,-17.0,0,0,1171.0,0
2025.0,1.0,2025-01-01,3261.0,PHL,MCO,0.0,-10.0,0,0,861.0,0
2025.0,1.0,2025-01-01,410.0,DFW,PHL,17.0,3.0,0,0,1303.0,0
2025.0,1.0,2025-01-01,2245.0,JFK,MSP,203.0,166.0,0,0,1029.0,1
2025.0,1.0,2025-01-01,2559.0,DFW,JFK,-3.0,-31.0,0,0,1391.0,0
2025.0,1.0,2025-01-01,760.0,BOS,DFW,-14.0,-2.0,0,0,1562.0,0
2025.0,1.0,2025-01-01,1198.0,SFO,DFW,-5.0,-33.0,0,0,1464.0,0
2025.0,1.0,2025-01-01,1458.0,DFW,OKC,-4.0,-17.0,0,0,175.0,0
2025.0,1.0,2025-01-01,2635.0,DFW,ONT,0.0,-17.0,0,0,1188.0,0
2025.0,1.0,2025-01-01,2635.0,ONT,DFW,-5.0,-21.0,0,0,1188.0,0
2025.0,1.0,2025-01-01,4389.0,CMH,BOS,-5.0,-9.0,0,0,640.0,0
2025.0,1.0,2025-01-01,4413.0,BOS,ORD,-9.0,-32.0,0,0,867.0,0
2025.0,1.0,2025-01-01,4440.0,PIT,JFK,-5.0,1.0,0,0,340.0,0
2025.0,1.0,2025-01-01,4546.0,JFK,DCA,-2.0,-19.0,0,0,213.0,0
2025.0,1.0,2025-01-01,4665.0,ORD,PIT,3.0,9.0,0,0,413.0,0
2025.0,1.0,2025-01-01,4757.0,GRR,IAH,-5.0,10.0,0,0,1042.0,0
2025.0,1.0,2025-01-01,4791.0,IAH,AUS,-5.0,-16.0,0,0,140.0,0
2025.0,1.0,2025-01-01,4808.0,AUS,IAH,-1.0,-18.0,0,0,140.0,0
2025.0,1.0,2025-01-01,5213.0,IAH,LFT,-7.0,-19.0,0,0,201.0,0
2025.0,1.0,2025-01-01,5215.0,LFT,IAH,-8.0,-11.0,0,0,201.0,0
2025.0,1.0,2025-01-01,5591.0,IAH,HRL,-7.0,-11.0,0,0,295.0,0
2025.0,1.0,2025-01-01,1561.0,DEN,SFO,8.0,10.0,0,0,967.0,0
2025.0,1.0,2025-01-01,468.0,SFO,ORD,147.0,106.0,0,0,1846.0,1
2025.0,1.0,2025-01-01,513.0,SFO,DEN,-6.0,3.0,0,0,967.0,0
2025.0,1.0,2025-01-01,1904.0,CLT,RDU,7.0,-2.0,0,0,130.0,0
2025.0,1.0,2025-01-01,1904.0,RDU,CLT,-12.0,-19.0,0,0,130.0,0
2025.0,1.0,2025-01-01,1937.0,CLT,BOS,11.0,-8.0,0,0,728.0,0
2025.0,1.0,2025-01-01,2039.0,DFW,LGA,-8.0,-29.0,0,0,1389.0,0
2025.0,1.0,2025-01-01,873.0,LGA,DFW,-4.0,1.0,0,0,1389.0,0
2025.0,1.0,2025-01-01,5217.0,LAX,SEA,143.0,125.0,0,0,954.0,1
2025.0,1.0,2025-01-01,5411.0,LAX,RNO,-7.0,-7.0,0,0,391.0,0
2025.0,1.0,2025-01-01,5651.0,SEA,LAX,15.0,12.0,0,0,954.0,0
2025.0,1.0,2025-01-01,5671.0,SEA,LAX,82.0,73.0,0,0,954.0,1
2025.0,1.0,2025-01-01,2255.0,CLT,DEN,-7.0,-2.0,0,0,1337.0,0
2025.0,1.0,2025-01-01,2255.0,DEN,CLT,3.0,-23.0,0,0,1337.0,0
2025.0,1.0,2025-01-01,683.0,RDU,CLT,-8.0,-29.0,0,0,130.0,0
2025.0,1.0,2025-01-01,815.0,CLT,ORD,-4.0,-4.0,0,0,599.0,0
2025.0,1.0,2025-01-01,1608.0,MCI,MSP,-5.0,-15.0,0,0,393.0,0
2025.0,1.0,2025-01-01,1608.0,MSP,MCI,-10.0,4.0,0,0,393.0,0
2025.0,1.0,2025-01-01,2661.0,MSP,JFK,-1.0,34.0,0,0,1029.0,1
2025.0,1.0,2025-01-01,496.0,JFK,DFW,30.0,80.0,0,0,1391.0,1
2025.0,1.0,2025-01-01,4648.0,BZN,ORD,-5.0,-12.0,0,0,1185.0,0
2025.0,1.0,2025-01-01,5257.0,ORD,ROA,-5.0,10.0,0,0,531.0,0
2025.0,1.0,2025-01-01,5340.0,ORD,BZN,-8.0,-13.0,0,0,1185.0,0
2025.0,1.0,2025-01-01,5457.0,ROA,ORD,3.0,-9.0,0,0,531.0,0
2025.0,1.0,2025-01-01,1700.0,LAX,EWR,-9.0,-36.0,0,0,2454.0,0
2025.0,1.0,2025-01-01,1695.0,EWR,IAD,12.0,23.0,0,0,212.0,1
2025.0,1.0,2025-01-01,397.0,SFO,EWR,20.0,-3.0,0,0,2565.0,0
2025.0,1.0,2025-01-01,573.0,DEN,SFO,5.0,19.0,0,0,967.0,1
2025.0,1.0,2025-01-01,2658.0,LAS,EWR,-1.0,3.0,0,0,2227.0,0
2025.0,1.0,2025-01-01,2858.0,EWR,LAS,-7.0,-17.0,0,0,2227.0,0
2025.0,1.0,2025-01-01,1149.0,SFO,EWR,53.0,8.0,0,0,2565.0,0
2025.0,1.0,2025-01-01,1187.0,BOS,SFO,-4.0,-50.0,0,0,2704.0,0
2025.0,1.0,2025-01-01,1864.0,EWR,BOS,-5.0,-15.0,0,0,200.0,0
2025.0,1.0,2025-01-01,2074.0,ORD,EWR,-4.0,-15.0,0,0,719.0,0
2025.0,1.0,2025-01-01,2464.0,LAS,EWR,-4.0,-31.0,0,0,2227.0,0
2025.0,1.0,2025-01-01,370.0,MCO,EWR,9.0,-11.0,0,0,937.0,0
2025.0,1.0,2025-01-01,619.0,EWR,LAS,-5.0,-17.0,0,0,2227.0,0
2025.0,1.0,2025-01-01,1651.0,EWR,LAX,8.0,-5.0,0,0,2454.0,0
2025.0,1.0,2025-01-01,2633.0,MIA,LAX,-8.0,-13.0,0,0,2342.0,0
2025.0,1.0,2025-01-01,3131.0,LAX,DFW,8.0,-9.0,0,0,1235.0,0
2025.0,1.0,2025-01-01,4746.0,BNA,IAH,0.0,-14.0,0,0,657.0,0
2025.0,1.0,2025-01-01,1772.0,PDX,IAH,-3.0,-31.0,0,0,1825.0,0
2025.0,1.0,2025-01-01,2439.0,IAH,BOS,-5.0,-25.0,0,0,1597.0,0
2025.0,1.0,2025-01-01,1314.0,CLE,LAX,1.0,2.0,0,0,2052.0,0
2025.0,1.0,2025-01-01,1597.0,LAX,SFO,-4.0,-5.0,0,0,337.0,0
2025.0,1.0,2025-01-01,1892.0,PHX,LAX,-3.0,-17.0,0,0,370.0,0
2025.0,1.0,2025-01-01,2736.0,LAX,PHX,-2.0,-8.0,0,0,370.0,0
2025.0,1.0,2025-01-01,1705.0,ORD,AUS,0.0,16.0,0,0,977.0,1
2025.0,1.0,2025-01-01,210.0,AUS,ORD,9.0,-11.0,0,0,977.0,0
2025.0,1.0,2025-01-01,2652.0,ORD,CLE,2.0,-4.0,0,0,316.0,0
2025.0,1.0,2025-01-01,1754.0,SFO,LAX,0.0,8.0,0,0,337.0,0
2025.0,1.0,2025-01-01,1971.0,LAX,SFO,50.0,33.0,0,0,337.0,1
2025.0,1.0,2025-01-01,2234.0,LAX,SFO,3.0,2.0,0,0,337.0,0
2025.0,1.0,2025-01-01,2650.0,LAX,SFO,12.0,34.0,0,0,337.0,1
2025.0,1.0,2025-01-01,565.0,SFO,LAX,12.0,15.0,0,0,337.0,1
2025.0,1.0,2025-01-01,2379.0,SEA,IAH,-10.0,-48.0,0,0,1874.0,0
2025.0,1.0,2025-01-01,2456.0,IAH,SEA,-2.0,7.0,0,0,1874.0,0
2025.0,1.0,2025-01-01,697.0,FLL,IAH,-6.0,-16.0,0,0,966.0,0
2025.0,1.0,2025-01-01,1638.0,DEN,LAX,-1.0,1.0,0,0,862.0,0
2025.0,1.0,2025-01-01,2198.0,LAX,PHX,-1.0,4.0,0,0,370.0,0
2025.0,1.0,2025-01-01,2391.0,MCI,DEN,-5.0,1.0,0,0,533.0,0
2025.0,1.0,2025-01-01,1195.0,MIA,DEN,6.0,14.0,0,0,1709.0,0
2025.0,1.0,2025-01-01,1620.0,IAD,MIA,-3.0,10.0,0,0,921.0,0
2025.0,1.0,2025-01-01,1964.0,RDU,IAD,-5.0,-14.0,0,0,224.0,0
2025.0,1.0,2025-01-01,1414.0,ORD,LAX,-4.0,-4.0,0,0,1744.0,0
2025.0,1.0,2025-01-01,1605.0,LAX,BWI,4.0,19.0,0,0,2329.0,1
2025.0,1.0,2025-01-01,2282.0,LAS,LAX,1.0,-7.0,0,0,236.0,0
2025.0,1.0,2025-01-01,2449.0,LAX,LAS,-2.0,27.0,0,0,236.0,1
2025.0,1.0,2025-01-01,2849.0,LAX,LAS,-3.0,-12.0,0,0,236.0,0
2025.0,1.0,2025-01-01,684.0,LAS,LAX,21.0,19.0,0,0,236.0,1
2025.0,1.0,2025-01-01,1709.0,CLT,DFW,-3.0,-6.0,0,0,936.0,0
2025.0,1.0,2025-01-01,2390.0,DFW,LAS,-7.0,-1.0,0,0,1055.0,0
2025.0,1.0,2025-01-01,2792.0,LAS,CLT,-4.0,-32.0,0,0,1916.0,0
2025.0,1.0,2025-01-01,702.0,PHX,CLT,2.0,-31.0,0,0,1773.0,0
2025.0,1.0,2025-01-01,1165.0,SEA,SLC,-8.0,-34.0,0,0,689.0,0
2025.0,1.0,2025-01-01,2360.0,PDX,SEA,-5.0,-8.0,0,0,129.0,0
2025.0,1.0,2025-01-01,2608.0,SLC,IDA,7.0,-11.0,0,0,188.0,0
2025.0,1.0,2025-01-01,2841.0,SEA,SFO,-6.0,-32.0,0,0,679.0,0
2025.0,1.0,2025-01-01,2841.0,SFO,SEA,0.0,-21.0,0,0,679.0,0
2025.0,1.0,2025-01-01,5419.0,SNA,SFO,-2.0,-27.0,0,0,372.0,0
2025.0,1.0,2025-01-01,5440.0,SFO,SNA,-1.0,-14.0,0,0,372.0,0
2025.0,1.0,2025-01-01,5566.0,SFO,SMF,-8.0,-19.0,0,0,86.0,0
2025.0,1.0,2025-01-01,5617.0,PSP,SFO,-3.0,9.0,0,0,421.0,0
2025.0,1.0,2025-01-01,1037.0,DFW,SFO,-6.0,-4.0,0,0,1464.0,0
2025.0,1.0,2025-01-01,1673.0,PHX,DFW,-2.0,-17.0,0,0,868.0,0
2025.0,1.0,2025-01-01,2798.0,SFO,DFW,-3.0,-33.0,0,0,1464.0,0
2025.0,1.0,2025-01-01,982.0,DFW,PHX,10.0,4.0,0,0,868.0,0
2025.0,1.0,2025-01-01,1016.0,SEA,SLC,-2.0,-33.0,0,0,689.0,0
2025.0,1.0,2025-01-01,1342.0,SLC,SMF,-7.0,-11.0,0,0,532.0,0
2025.0,1.0,2025-01-01,1342.0,SMF,SLC,-10.0,-30.0,0,0,532.0,0
2025.0,1.0,2025-01-01,2105.0,MCI,SEA,1.0,-1.0,0,0,1489.0,0
2025.0,1.0,2025-01-01,4631.0,ALB,ORD,-3.0,-11.0,0,0,723.0,0
2025.0,1.0,2025-01-01,4638.0,ORD,COS,6.0,18.0,0,0,911.0,1
2025.0,1.0,2025-01-01,5230.0,ORD,ALB,-5.0,-12.0,0,0,723.0,0
2025.0,1.0,2025-01-01,1036.0,CLT,RDU,-1.0,-4.0,0,0,130.0,0
2025.0,1.0,2025-01-01,1036.0,RDU,CLT,-10.0,-22.0,0,0,130.0,0
2025.0,1.0,2025-01-01,2710.0,CLT,TPA,1.0,-1.0,0,0,507.0,0
2025.0,1.0,2025-01-01,2710.0,TPA,CLT,1.0,-19.0,0,0,507.0,0
2025.0,1.0,2025-01-01,612.0,CLT,MCO,-4.0,1.0,0,0,468.0,0
2025.0,1.0,2025-01-01,5459.0,IAH,COS,-6.0,-25.0,0,0,809.0,0
2025.0,1.0,2025-01-01,5735.0,SGF,IAH,30.0,7.0,0,0,513.0,0
2025.0,1.0,2025-01-01,1840.0,ORD,SAN,6.0,5.0,0,0,1723.0,0
2025.0,1.0,2025-01-01,2310.0,MCO,EWR,119.0,109.0,0,0,937.0,1
2025.0,1.0,2025-01-01,752.0,EWR,MCO,122.0,121.0,0,0,937.0,1
2025.0,1.0,2025-01-01,2039.0,ORD,MCO,91.0,73.0,0,0,1005.0,1
2025.0,1.0,2025-01-01,222.0,IAH,ORD,8.0,-5.0,0,0,925.0,0
2025.0,1.0,2025-01-01,2627.0,TPA,ORD,0.0,0.0,0,0,1012.0,0
2025.0,1.0,2025-01-01,461.0,ORD,TPA,-3.0,-7.0,0,0,1012.0,0
2025.0,1.0,2025-01-01,1421.0,ORD,FLL,-4.0,-15.0,0,0,1182.0,0
2025.0,1.0,2025-01-01,1761.0,ORD,SFO,-2.0,-11.0,0,0,1846.0,0
2025.0,1.0,2025-01-01,1840.0,FLL,ORD,9.0,-10.0,0,0,1182.0,0
2025.0,1.0,2025-01-01,1268.0,PHX,ORD,-9.0,-13.0,0,0,1440.0,0
2025.0,1.0,2025-01-01,1322.0,ORD,PHX,-7.0,-4.0,0,0,1440.0,0
2025.0,1.0,2025-01-01,1915.0,ORD,PHX,9.0,-1.0,0,0,1440.0,0
2025.0,1.0,2025-01-01,532.0,DEN,ORD,56.0,49.0,0,0,888.0,1
2025.0,1.0,2025-01-01,1484.0,ORD,LAX,35.0,25.0,0,0,1744.0,1
2025.0,1.0,2025-01-01,1897.0,LAX,DEN,10.0,-3.0,0,0,862.0,0
2025.0,1.0,2025-01-01,377.0,DEN,ORD,-3.0,-20.0,0,0,888.0,0
2025.0,1.0,2025-01-01,2113.0,LAX,ORD,23.0,10.0,0,0,1744.0,0
2025.0,1.0,2025-01-01,2187.0,TPA,ORD,-3.0,-18.0,0,0,1012.0,0
2025.0,1.0,2025-01-01,2326.0,ORD,TPA,-6.0,-15.0,0,0,1012.0,0
2025.0,1.0,2025-01-01,2331.0,ORD,SAN,-3.0,-18.0,0,0,1723.0,0
2025.0,1.0,2025-01-01,2633.0,SAN,ORD,-12.0,-27.0,0,0,1723.0,0
2025.0,1.0,2025-01-01,1748.0,ORD,DEN,-5.0,-16.0,0,0,888.0,0
2025.0,1.0,2025-01-01,2082.0,IAH,DEN,-2.0,-1.0,0,0,862.0,0
2025.0,1.0,2025-01-01,2381.0,DEN,SAN,6.0,1.0,0,0,853.0,0
2025.0,1.0,2025-01-01,2665.0,SAN,ORD,-1.0,-11.0,0,0,1723.0,0
2025.0,1.0,2025-01-01,1013.0,DEN,LAX,-3.0,3.0,0,0,862.0,0
2025.0,1.0,2025-01-01,2737.0,LAX,ORD,5.0,-4.0,0,0,1744.0,0
2025.0,1.0,2025-01-01,711.0,ORD,DEN,-1.0,-10.0,0,0,888.0,0
2025.0,1.0,2025-01-01,1338.0,ORD,MCO,0.0,-5.0,0,0,1005.0,0
2025.0,1.0,2025-01-01,1359.0,ORD,MIA,-9.0,-26.0,0,0,1197.0,0
2025.0,1.0,2025-01-01,2005.0,MIA,ORD,-7.0,-24.0,0,0,1197.0,0
2025.0,1.0,2025-01-01,395.0,MCO,ORD,-6.0,-28.0,0,0,1005.0,0
2025.0,1.0,2025-01-01,1312.0,LAX,ORD,0.0,-19.0,0,0,1744.0,0
2025.0,1.0,2025-01-01,378.0,ORD,LAX,-1.0,-5.0,0,0,1744.0,0
2025.0,1.0,2025-01-01,1110.0,DEN,PHX,0.0,-8.0,0,0,602.0,0
2025.0,1.0,2025-01-01,2459.0,MCO,DEN,4.0,12.0,0,0,1546.0,0
2025.0,1.0,2025-01-01,259.0,DEN,MCO,-4.0,-11.0,0,0,1546.0,0
2025.0,1.0,2025-01-01,502.0,PHX,DEN,-7.0,-8.0,0,0,602.0,0
2025.0,1.0,2025-01-01,1872.0,ORD,FLL,-2.0,2.0,0,0,1182.0,0
2025.0,1.0,2025-01-01,2443.0,FLL,ORD,-5.0,-29.0,0,0,1182.0,0
2025.0,1.0,2025-01-01,622.0,LAX,ORD,-1.0,-11.0,0,0,1744.0,0
2025.0,1.0,2025-01-01,1324.0,ORD,SFO,-3.0,-12.0,0,0,1846.0,0
2025.0,1.0,2025-01-01,2341.0,MCO,ORD,2.0,-5.0,0,0,1005.0,0
2025.0,1.0,2025-01-01,609.0,ORD,IAH,-3.0,-17.0,0,0,925.0,0
2025.0,1.0,2025-01-01,787.0,IAH,ORD,-3.0,-11.0,0,0,925.0,0
2025.0,1.0,2025-01-01,2615.0,ORD,SAN,0.0,-14.0,0,0,1723.0,0
2025.0,1.0,2025-01-01,633.0,ORD,FLL,7.0,9.0,0,0,1182.0,0
2025.0,1.0,2025-01-01,714.0,SAN,ORD,6.0,3.0,0,0,1723.0,0
2025.0,1.0,2025-01-01,1810.0,CLT,PBI,1.0,-12.0,0,0,590.0,0
2025.0,1.0,2025-01-01,2123.0,MCO,CLT,-10.0,-30.0,0,0,468.0,0
2025.0,1.0,2025-01-01,2495.0,PBI,CLT,-4.0,3.0,0,0,590.0,0
2025.0,1.0,2025-01-01,2573.0,CLT,PHL,0.0,-9.0,0,0,449.0,0
2025.0,1.0,2025-01-01,812.0,PHL,PBI,-1.0,-4.0,0,0,951.0,0
2025.0,1.0,2025-01-01,1243.0,JAX,LGA,-5.0,-17.0,0,0,833.0,0
2025.0,1.0,2025-01-01,652.0,DFW,LGA,-10.0,-33.0,0,0,1389.0,0
2025.0,1.0,2025-01-01,652.0,LGA,DFW,-11.0,-9.0,0,0,1389.0,0
2025.0,1.0,2025-01-01,5657.0,SFO,AUS,-9.0,-10.0,0,0,1504.0,0
2025.0,1.0,2025-01-01,5724.0,SFO,RDD,103.0,110.0,0,0,199.0,1
2025.0,1.0,2025-01-01,5725.0,AUS,SFO,-6.0,12.0,0,0,1504.0,0
2025.0,1.0,2025-01-01,5882.0,SBP,SFO,-10.0,-21.0,0,0,190.0,0
2025.0,1.0,2025-01-01,1101.0,DFW,SAT,1.0,5.0,0,0,247.0,0
2025.0,1.0,2025-01-01,2605.0,RDU,DFW,-5.0,-4.0,0,0,1061.0,0
2025.0,1.0,2025-01-01,2673.0,DFW,PSP,-1.0,-13.0,0,0,1126.0,0
2025.0,1.0,2025-01-01,2673.0,PSP,DFW,-6.0,-29.0,0,0,1126.0,0
2025.0,1.0,2025-01-01,2970.0,SAT,DFW,-8.0,21.0,0,0,247.0,1
2025.0,1.0,2025-01-01,3178.0,DFW,TUS,3.0,3.0,0,0,813.0,0
2025.0,1.0,2025-01-01,4779.0,RNO,SFO,-10.0,-29.0,0,0,192.0,0
2025.0,1.0,2025-01-01,5531.0,RDM,LAX,-6.0,2.0,0,0,726.0,0
2025.0,1.0,2025-01-01,5539.0,SBA,LAX,-5.0,6.0,0,0,89.0,0
2025.0,1.0,2025-01-01,5674.0,LAX,RNO,-6.0,0.0,0,0,391.0,0
2025.0,1.0,2025-01-01,5688.0,SFO,TUS,-6.0,-13.0,0,0,751.0,0
2025.0,1.0,2025-01-01,5955.0,LAX,SBA,-5.0,-9.0,0,0,89.0,0
2025.0,1.0,2025-01-01,1245.0,JAC,ORD,23.0,42.0,0,0,1162.0,1
2025.0,1.0,2025-01-01,1583.0,ORD,BWI,-1.0,-17.0,0,0,622.0,0
2025.0,1.0,2025-01-01,2451.0,ORD,JAC,30.0,14.0,0,0,1162.0,0
2025.0,1.0,2025-01-01,307.0,CMH,ORD,-1.0,-4.0,0,0,296.0,0
2025.0,1.0,2025-01-01,1139.0,JAX,ORD,-3.0,-18.0,0,0,864.0,0
2025.0,1.0,2025-01-01,1559.0,SNA,EWR,18.0,8.0,0,0,2434.0,0
2025.0,1.0,2025-01-01,2609.0,ORD,SNA,2.0,33.0,0,0,1726.0,1
2025.0,1.0,2025-01-01,1001.0,ORD,PIT,-1.0,-12.0,0,0,413.0,0
2025.0,1.0,2025-01-01,1311.0,EWR,CLT,-4.0,-24.0,0,0,529.0,0
2025.0,1.0,2025-01-01,1361.0,CLT,IAD,-9.0,-24.0,0,0,322.0,0
2025.0,1.0,2025-01-01,1940.0,IAD,ATL,-6.0,3.0,0,0,534.0,0
2025.0,1.0,2025-01-01,516.0,ATL,ORD,-2.0,-21.0,0,0,606.0,0
2025.0,1.0,2025-01-01,1445.0,BOS,CLT,-6.0,-3.0,0,0,728.0,0
2025.0,1.0,2025-01-01,1576.0,CLT,LAX,72.0,78.0,0,0,2125.0,1
2025.0,1.0,2025-01-01,2556.0,SAT,CLT,-8.0,-18.0,0,0,1095.0,0
2025.0,1.0,2025-01-01,3215.0,CLT,BOS,-3.0,-34.0,0,0,728.0,0
2025.0,1.0,2025-01-01,1092.0,CLT,LAS,6.0,26.0,0,0,1916.0,1
2025.0,1.0,2025-01-01,3278.0,LAS,DFW,1.0,-23.0,0,0,1055.0,0
2025.0,1.0,2025-01-01,433.0,MSY,CLT,2.0,3.0,0,0,651.0,0
2025.0,1.0,2025-01-01,783.0,CLT,SJU,4.0,-12.0,0,0,1475.0,0
2025.0,1.0,2025-01-01,783.0,SJU,CLT,-6.0,-11.0,0,0,1475.0,0
